" "," ","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","ARM","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","CHN","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","GEO","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KAZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","KGZ","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","MNG","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","RUS","ROW","RoW_americas","RoW_asia","RoW_eu","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR","TUR"
" "," ","Act","Agr","Air","Bas","Che","Cok","Con","Edu","Ele","Elo","Fni","Foo","Hea","Hot","Inl","Lea","Mac","Man","Min","Nmm","Oth","Pos","Pri","Pub","Pul","Rea","Ren","Ret","Rub","Sal","Tex","Tra","Wat","Who","Wod","final_demand","Act","Agr","Air","Bas","Che","Cok","Con","Edu","Ele","Elo","Fni","Foo","Hea","Hot","Inl","Lea","Mac","Man","Min","Nmm","Oth","Pos","Pri","Pub","Pul","Rea","Ren","Ret","Rub","Sal","Tex","Tra","Wat","Who","Wod","final_demand","Act","Agr","Air","Bas","Che","Cok","Con","Edu","Ele","Elo","Fni","Foo","Hea","Hot","Inl","Lea","Mac","Man","Min","Nmm","Oth","Pos","Pri","Pub","Pul","Rea","Ren","Ret","Rub","Sal","Tex","Tra","Wat","Who","Wod","final_demand","Act","Agr","Air","Bas","Che","Cok","Con","Edu","Ele","Elo","Fni","Foo","Hea","Hot","Inl","Lea","Mac","Man","Min","Nmm","Oth","Pos","Pri","Pub","Pul","Rea","Ren","Ret","Rub","Sal","Tex","Tra","Wat","Who","Wod","final_demand","Act","Agr","Air","Bas","Che","Cok","Con","Edu","Ele","Elo","Fni","Foo","Hea","Hot","Inl","Lea","Mac","Man","Min","Nmm","Oth","Pos","Pri","Pub","Pul","Rea","Ren","Ret","Rub","Sal","Tex","Tra","Wat","Who","Wod","final_demand","Act","Agr","Air","Bas","Che","Cok","Con","Edu","Ele","Elo","Fni","Foo","Hea","Hot","Inl","Lea","Mac","Man","Min","Nmm","Oth","Pos","Pri","Pub","Pul","Rea","Ren","Ret","Rub","Sal","Tex","Tra","Wat","Who","Wod","final_demand","Act","Agr","Air","Bas","Che","Cok","Con","Edu","Ele","Elo","Fni","Foo","Hea","Hot","Inl","Lea","Mac","Man","Min","Nmm","Oth","Pos","Pri","Pub","Pul","Rea","Ren","Ret","Rub","Sal","Tex","Tra","Wat","Who","Wod","final_demand","Exports","Exports","Exports","Exports","Act","Agr","Air","Bas","Che","Cok","Con","Edu","Ele","Elo","Fni","Foo","Hea","Hot","Inl","Lea","Mac","Man","Min","Nmm","Oth","Pos","Pri","Pub","Pul","Rea","Ren","Ret","Rub","Sal","Tex","Tra","Wat","Who","Wod","final_demand"
"ARM","Act","0.558082558893156","2.00499686143568","0.0125617721367128","0.339896732659197","0.114010444716513","0","1.0952866498627","0.626881527481564","0.42051985218084","0.0416851020184831","0.172631624334777","4.00464661046965","0.404725623267083","0.617832392266309","1.18074257200029","0.00365779422300941","0.0394420138901358","0.148500192905982","0.748265711181589","0.381574150911052","0.276778642598103","0.109812533752362","0","1.50443342057754","0.120476047296492","0.123772227282449","0.274931875577403","2.52906596611325","0.0804197670784386","0.14716392705927","0.0519690969081976","0.000251132412508845","0","1.71740479814618","0.00396060065655596","48.3769094913725","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ARM","Agr","0.0247916483044845","319.496537894249","5.298558067946e-05","0.00334322466580746","0.0851285186984888","0","0.119816288307182","0.212702815486979","0.00240568873950641","0.000420909143007781","0.0169399265696881","408.480610202605","0.118879495684937","7.47521371097289","0.0021236799487794","3.54727283644451e-05","0.000288519906174825","0.000888112296734048","0.0218781453106367","0.0221001160566211","0.919420920473566","0.00132927722513683","0","0.00934368348595237","0.00944340036381549","0.00116636934527673","0.0627001868844744","0.146423702131012","0.00441986327860999","0.000403528985467093","0.0296530126610667","2.13458222702182e-06","0","0.168466532869455","5.57651705020513e-05","2141.17803974091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ARM","Air","0.184340538064194","0.0467521912344906","0.000296014946486323","0.0200449142002391","0.00291268885940641","0","0.0655931303251332","0.167643798181184","0.0289375867097762","0.010110590862921","0.24064580601846","0.143459261944836","0.0114178765532652","0.0171743721191241","0.223960016951678","0.000716336177760675","0.00341341908490119","0.0122020773353935","0.0223016766205844","0.100757927123832","0.268457698302182","0.123379469436951","0","0.142181066176977","0.00180261020353968","0.00249573465016238","0.141654235193434","0.0627590253793356","0.00867839335850685","0.00801923851658356","0.00390620589938748","6.82446826126816e-06","0","0.119852044516511","5.48792610878249e-05","6.40294890356139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ARM","Bas","0.0065519138834924","0.212067567998519","0.000183017964912656","0.773267499818437","0.0108983863771614","0","0.791725103177502","0.0101385309963451","0.0131377359953074","0.0607302632125052","0.00645359207875045","0.344161443158737","0.0271549847515736","0.0354196168244079","0.0400509188549823","0.000163325175211973","0.0387273964238176","0.0173818461145702","0.0467578937486017","0.068624221398511","0.0348100391811133","0.00898323033330653","0","0.00620034761795401","0.0236874198621823","0.0115114303983839","0.0571608584580922","0.0698831296020274","0.0153665901846907","0.00920725832893942","0.00331130222911181","0.000543927373976335","0","0.0391552234538148","0.00192288455646632","1.10014709624243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ARM","Che","0.00527733072657714","4.281164729499","0.000263741749548932","0.246033446102757","1.07135244890734","0","0.517529775365727","0.041810387919647","0.0281037671394551","0.0074968376175094","0.0421069207150388","3.13067269724028","5.04041043330614","0.431475405949014","0.0278447303190953","0.00883085449184764","0.0164801542673029","0.0104569178874837","2.01849274290753","0.299273711517634","0.283264219882547","0.00836123567020035","0","0.164630508860925","0.516324668747924","0.135695677479605","0.325016606949156","0.157030029235101","1.3327898864823","0.0237141361638779","0.039816484678108","0.000262402286193481","0","0.105029163220481","0.0439270304720996","26.2822263786072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ARM","Cok","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ARM","Con","2.183545991511","1.90725920586843","0.00114467810570449","1.13357592827655","0.0633212952369396","0","118.942268844983","12.1862856896539","3.56019317229843","2.33607306353121","0.406450560627188","4.62756077944704","1.17859196497219","5.62789987002833","14.5253608456197","0.000652913201552646","0.318457694928943","0.038814663129007","16.8624707417709","6.95942488108449","1.07086512711866","2.54447601369751","0","18.1958277705246","0.0713560331651015","22.1734598287641","1.69135209342346","5.92584511174061","0.315965748185412","0.284079513484352","0.0639595073711148","0.0019291786944525","0","4.61705114017891","0.0585737010911056","1662.7075915115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ARM","Edu","0.180309829062248","0.279937932224856","0.000405276907379373","0.0187802594930585","0.0284483879582383","0","0.0935053289168468","1.93144682083764","0.0802635610963626","0.00196457323771408","1.81938992777623","1.06319994976647","2.19066113248594","0.0354200532409306","0.0417947774082002","2.30958548085058e-06","0.0149583347273573","0.00395992917450359","0.0320057302415793","0.0687550048192976","0.724065302330563","0.11574908134944","0","3.50640481662408","0.00596115368026772","0.00805466467626669","0.534365690362044","1.19994912487131","0.0130555086566379","0.117079220285363","0.00543895170159031","4.42265233315535e-06","0","0.769705680150013","0.000152798382043668","345.104367095758","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ARM","Ele","1.75907933716634","45.0050677807696","0.0880210833139539","13.0735968809326","0.519079031639958","0","24.8998388732706","11.5406689691368","41.809904063789","0.893367028294806","15.6848621459317","35.2189620001298","20.0264704949952","24.5087336387501","10.0248563082393","0.0366843101966587","0.244481287799404","0.275919680063038","21.8011346614165","10.7183724812126","10.9275628834397","5.76369206837536","0","4.72857656929391","2.988337698839","4.05124292388273","6.38027606789103","20.7303824508374","1.69802372500216","0.861767224035586","0.434846487726813","0.00683259213671941","0","12.8032466344596","0.0631349739278914","360.565024794883","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
